LoanNr_ChkDgt;Name;City;State;Zip;Bank;BankState;NAICS;ApprovalDate;ApprovalFY;Term;NoEmp;NewExist;CreateJob;RetainedJob;FranchiseCode;UrbanRural;RevLineCr;LowDoc;ChgOffDate;DisbursementDate;DisbursementGross;BalanceGross;MIS_Status;ChgOffPrinGr;GrAppv;SBA_Appv;
1020656007;ATS INTERNATIONAL INC;CHRISTIANSBURG;VA;24073;LANDMARK BANK NATL ASSOC;MO;541710;10-feb-06;2006;83;6;1;0;6;1;2;Y;N;;31-mar-06;$83,026.00 ;$0.00 ;P I F;$0.00 ;$40,000.00 ;$20,000.00 ;
1020665003;Signature Rooses Manufacturing;HIALEAH;FL;33016;BANK OF AMERICA NATL ASSOC;NC;337122;07-jul-04;2004;84;5;1;0;0;1;1;Y;N;;31-jul-04;$89,154.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1020675006;Jubilee Construction Corp;HIALEAH;FL;33010;BANK OF AMERICA NATL ASSOC;NC;541310;07-jul-04;2004;66;2;1;0;0;1;1;T;N;02-mar-06;31-jul-04;$50,000.00 ;$0.00 ;CHGOFF;$35,439.00 ;$50,000.00 ;$25,000.00 ;
1020685009;Woodard & Company, Inc.;GREENSBORO;NC;27408;BANK OF AMERICA NATL ASSOC;NC;541211;07-jul-04;2004;18;3;1;0;0;1;1;Y;N;01-mar-10;31-jul-04;$16,032.00 ;$0.00 ;CHGOFF;$7,549.00 ;$12,000.00 ;$6,000.00 ;
1020686005;RESPONSE REMEDIATION SERVICES;RICHARDSON;TX;75081;JPMORGAN CHASE BANK NATL ASSOC;IL;562910;10-feb-06;2006;84;7;1;0;7;1;2;Y;N;;31-jul-06;$188,851.00 ;$0.00 ;P I F;$0.00 ;$89,000.00 ;$44,500.00 ;
1020695001;Michael Geary dba Wealth Manag;LAS VEGAS;NV;89109;BANK OF AMERICA NATL ASSOC;NC;524210;07-jul-04;2004;84;20;1;0;0;1;1;Y;N;;31-aug-05;$100,000.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$50,000.00 ;
1020696008;TALENT INTERNATIONAL INC;LOS ANGELES;CA;90015;MUFG UNION BANK NATL ASSOC;CA;424990;10-feb-06;2006;84;3;1;0;0;1;1;Y;N;;31-mar-06;$52,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1020705002;Concept Lincoln Road, Inc.;MIAMI BEACH;FL;33139;BANK OF AMERICA NATL ASSOC;NC;448110;07-jul-04;2004;31;6;1;0;0;1;1;Y;N;15-apr-13;31-aug-04;$50,000.00 ;$0.00 ;CHGOFF;$35,130.00 ;$50,000.00 ;$25,000.00 ;
1020706009;HUMES FOODS INC DBA THE OLD PL;HARRISVILLE;MI;48740;HURON COMMUNITY BANK;MI;722110;10-feb-06;2006;60;4;1;0;4;1;2;0;N;;28-feb-06;$20,000.00 ;$0.00 ;P I F;$0.00 ;$20,000.00 ;$10,000.00 ;
1020715005;Shiobhans Cheveux Salon;" Spa""";ORLANDO;FL;32811;BANK OF AMERICA NATL ASSOC;NC;812112;07-jul-04;2004;84;12;2;0;0;1;1;Y;N;;30-apr-05;$18,593.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 
1020725008;SER International Corp.;LOS ANGELES;CA;90010;BANK OF AMERICA NATL ASSOC;NC;541613;07-jul-04;2004;36;1;1;0;0;1;1;T;N;12-sep-08;31-jul-04;$165,084.00 ;$0.00 ;CHGOFF;$95,884.00 ;$97,500.00 ;$48,750.00 ;
1020726004;NORTHGATE CHIROPRACTIC;REVERE;MA;2151;NORTH SHORE BANK A COOPERATIVE;MA;621310;10-feb-06;2006;84;2;1;0;1;1;1;0;N;;31-May-06;$96,000.00 ;$0.00 ;P I F;$0.00 ;$96,000.00 ;$48,000.00 ;
1020735000;"Daryl Gatewood dba Gatewood""s";ROCKPORT;TX;78382;BANK OF AMERICA NATL ASSOC;NC;811490;07-jul-04;2004;84;11;1;0;0;1;1;Y;N;;31-jul-07;$10,000.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 ;
1020745003;BK Financial & Associates, LLC;STONE MOUNTAIN;GA;30083;BANK OF AMERICA NATL ASSOC;NC;541219;07-jul-04;2004;84;3;1;0;0;1;1;T;N;;31-jul-04;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1020755006;Florida American Clean Service;POMPANO BEACH;FL;33064;BANK OF AMERICA NATL ASSOC;NC;561790;07-jul-04;2004;43;1;1;0;0;1;1;T;N;06-mar-08;31-jul-04;$10,020.00 ;$0.00 ;CHGOFF;$9,830.00 ;$10,000.00 ;$5,000.00 ;
1020765009;Law Office of Maureen W. Shea;WHITE PLAINS;NY;10603;JPMORGAN CHASE BANK NATL ASSOC;IL;541110;07-jul-04;2004;60;1;1;0;0;1;1;N;N;;31-mar-05;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1020775001;MMAK Management, Inc.;MIAMI;FL;33169;BANK OF AMERICA NATL ASSOC;NC;531311;07-jul-04;2004;84;1;2;0;0;1;1;Y;N;;30-apr-06;$21,853.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 ;
1020785004;Mohak, Inc.;ST PETE BEACH;FL;33706;BANK OF AMERICA NATL ASSOC;NC;447110;07-jul-04;2004;84;3;1;0;0;1;2;Y;N;;31-jul-04;$31,355.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 ;
1020795007;Gary J. Karnbach dba Marine Pl;RIVIERA BEACH;FL;33404;BANK OF AMERICA NATL ASSOC;NC;326199;07-jul-04;2004;84;1;1;0;0;1;2;Y;N;;31-jul-04;$20,000.00 ;$0.00 ;P I F;$0.00 ;$20,000.00 ;$10,000.00 ;
1020805008;Lucys Enterprises;" Inc.""";SANTA FE SPRINGS;CA;90670;BANK OF AMERICA NATL ASSOC;NC;424490;07-jul-04;2004;84;2;2;0;0;1;1;Y;N;;31-jul-04;$12,767.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 
1020835006;Gershel Kitchen & Bath Cabinet;MELBOURNE;FL;32901;BANK OF AMERICA NATL ASSOC;NC;423210;07-jul-04;2004;29;9;1;0;0;1;1;Y;N;08-jun-09;30-sep-04;$120,000.00 ;$0.00 ;CHGOFF;$73,487.00 ;$100,000.00 ;$50,000.00 ;
1020836002;SUBWAY;GLEN MILLS;PA;19342;PNC BANK, NATIONAL ASSOCIATION;DE;722211;10-feb-06;2006;72;3;2;1;3;1;1;0;N;;31-mar-06;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1020845009;Monroe Ventures, LLC;MONROE;MI;48162;PNC BANK, NATIONAL ASSOCIATION;IL;445120;07-jul-04;2004;60;2;2;0;0;1;1;Y;N;;31-aug-04;$39,999.00 ;$0.00 ;P I F;$0.00 ;$20,000.00 ;$10,000.00 ;
1020846005;MACM LLC;EWA;HI;96706;BANK OF HAWAII;HI;561990;10-feb-06;2006;60;1;2;0;1;50028;2;0;N;;28-feb-06;$35,000.00 ;$0.00 ;P I F;$0.00 ;$35,000.00 ;$17,500.00 ;
1020855001;Shadow Tans Incorporated;WINTER PARK;FL;32789;BANK OF AMERICA NATL ASSOC;NC;424210;07-jul-04;2004;63;2;2;0;0;1;1;T;N;30-jun-06;31-jul-04;$17,000.00 ;$0.00 ;CHGOFF;$9,810.00 ;$10,000.00 ;$5,000.00 ;
1020856008;"KIM""S USA TAEKWONDO AND GYMNAS";LEWISVILLE;TX;75067;AURORA BANK FSB;CO;611620;10-feb-06;2006;300;5;2;5;5;1;1;0;N;;28-feb-06;$760,000.00 ;$0.00 ;P I F;$0.00 ;$760,000.00 ;$570,000.00 ;
1020875007;Jennifer D. Taylor dba Great B;MEMPHIS;TN;38127;BANK OF AMERICA NATL ASSOC;NC;624410;07-jul-04;2004;84;2;2;0;0;1;1;Y;N;;31-jul-04;$11,939.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 ;
1020876003;RENOVATION INNOVATION;DALLAS;TX;75218;BBCN BANK;CA;235210;10-feb-06;2006;84;1;2;3;1;1;1;0;N;;28-feb-06;$5,000.00 ;$0.00 ;P I F;$0.00 ;$5,000.00 ;$4,250.00 ;
1020895002;Robert L. Arroyo Enterprises,;SAFETY HARBOR;FL;34695;BANK OF AMERICA NATL ASSOC;NC;454210;07-jul-04;2004;84;4;1;0;0;1;2;Y;N;;31-jul-04;$61,347.00 ;$0.00 ;P I F;$0.00 ;$37,500.00 ;$18,750.00 ;
1020905003;Diversified International Trad;DEERFIELD BEACH;FL;33442;BANK OF AMERICA NATL ASSOC;NC;424210;07-jul-04;2004;40;4;1;0;0;1;1;T;N;14-May-08;31-jul-04;$50,000.00 ;$0.00 ;CHGOFF;$49,196.00 ;$50,000.00 ;$25,000.00 ;
1020906010;THE WHITE ORCHID;SALT LAKE CITY;UT;84105;DESERET FIRST FCU;UT;453110;10-feb-06;2006;84;1;1;0;1;1;1;Y;N;;28-feb-06;$30,000.00 ;$0.00 ;P I F;$0.00 ;$30,000.00 ;$15,000.00 ;
1020915006;Innovative Wood Designs by Jos;LAS VEGAS;NV;89147;BANK OF AMERICA NATL ASSOC;NC;337122;07-jul-04;2004;84;1;1;0;0;1;1;Y;N;;30-sep-04;$7,648.00 ;$0.00 ;P I F;$0.00 ;$6,000.00 ;$3,000.00 ;
1020916002;FINANCIAL STRATEGIES MORTGAGE,;CARMEL;IN;46032;INDIANA STATEWIDE CERT. DEVEL;IN;611699;10-feb-06;2006;240;50;1;50;0;1;1;0;N;;16-aug-06;$946,000.00 ;$0.00 ;P I F;$0.00 ;$946,000.00 ;$946,000.00 ;
1020925009;Gabriel Seafood Co.;DEERFIELD BEACH;FL;33442;BANK OF AMERICA NATL ASSOC;NC;424460;07-jul-04;2004;41;2;2;0;0;1;1;T;N;25-apr-08;31-jul-04;$10,000.00 ;$0.00 ;CHGOFF;$9,839.00 ;$10,000.00 ;$5,000.00 ;
1020936008;"NKECHIOBI""S DAY CARE CENTER IN";BROOKLYN;NY;11210;BANCO POPULAR NORTH AMERICA;NY;624410;10-feb-06;2006;84;7;1;0;0;1;1;Y;N;;30-jun-06;$5,381.00 ;$0.00 ;P I F;$0.00 ;$5,000.00 ;$2,500.00 ;
1020945004;ADAMSHAND INC.;WESTBOROUGH;MA;1581;CAPITAL ONE NATL ASSOC;VA;541612;07-jul-04;2004;84;3;1;0;0;1;1;N;N;;31-Oct-04;$25,000.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 ;
1020946000;JT HELMS TRANSPORTATION INC;FERNWOOD;ID;83830;WELLS FARGO BANK NATL ASSOC;SD;484110;10-feb-06;2006;28;2;1;0;2;1;2;Y;N;18-dec-09;28-feb-06;$34,930.00 ;$0.00 ;CHGOFF;$24,656.00 ;$25,000.00 ;$12,500.00 ;
1020955007;Carpet Show, Inc.;GRANADA HILLS;CA;91344;BANK OF AMERICA NATL ASSOC;NC;442210;07-jul-04;2004;24;12;1;0;0;1;1;T;N;17-sep-09;31-aug-04;$50,000.00 ;$0.00 ;CHGOFF;$47,230.00 ;$50,000.00 ;$25,000.00 ;
1020956003;BAR ENTERPRISES;TEMPLE;TX;76502;WOODFOREST NATIONAL BANK;TX;541219;10-feb-06;2006;84;1;2;0;1;1;2;0;N;;28-feb-06;$10,000.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$8,500.00 ;
1020965010;The Granite Company, Inc.;GREEN BAY;WI;54304;BMO HARRIS BK NATL ASSOC;IL;327991;07-jul-04;2004;84;1;2;0;0;1;2;Y;N;;31-jul-04;$127,423.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1020975002;Emerald Trade Center, Inc.;MIAMI;FL;33132;BANK OF AMERICA NATL ASSOC;NC;561499;07-jul-04;2004;84;2;1;0;0;1;1;Y;N;;31-jul-04;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1020986001;ERNO TREE SERVICE;MECHANICVILLE;NY;12118;TRUSTCO BANK;NY;113310;10-feb-06;2006;60;2;2;2;2;1;2;0;N;;31-dec-08;$75,000.00 ;$0.00 ;P I F;$0.00 ;$75,000.00 ;$37,500.00 ;
1020995008;Cymk, LLC dba 34 Below;CARLSBAD;CA;92008;BANK OF AMERICA NATL ASSOC;NC;711510;07-jul-04;2004;40;2;1;0;0;1;1;Y;N;16-May-08;31-jul-04;$15,000.00 ;$0.00 ;CHGOFF;$11,651.00 ;$15,000.00 ;$7,500.00 ;
1020996004;THE RV AWNING MAT CO INC;TAMPA;FL;33624;C1 BANK;FL;441310;10-feb-06;2006;48;1;1;1;2;1;1;0;N;12-jan-10;28-feb-06;$150,000.00 ;$0.00 ;CHGOFF;$104,496.00 ;$150,000.00 ;$127,500.00 ;
1021005006;Cabana Rayz, Inc.;DELTONA;FL;32725;BANK OF AMERICA NATL ASSOC;NC;812112;07-jul-04;2004;39;2;2;0;0;1;1;Y;N;04-jun-08;31-jul-04;$13,000.00 ;$0.00 ;CHGOFF;$9,131.00 ;$10,000.00 ;$5,000.00 ;
1021006002;CIRCLE J TRANSPORT INC;FORT WAYNE;IN;46809;THREE RIVERS FCU;IN;484121;10-feb-06;2006;60;6;1;0;6;1;1;0;N;;31-jul-06;$149,000.00 ;$0.00 ;P I F;$0.00 ;$149,000.00 ;$74,500.00 ;
1021016005;RIPLEY HOLDINGS;LOS ANGELES;CA;90058;BBCN BANK;CA;452990;10-feb-06;2006;120;1;2;0;1;1;1;0;N;;31-mar-06;$280,000.00 ;$0.00 ;P I F;$0.00 ;$290,000.00 ;$217,500.00 ;
1021035004;Rigoberto Magana dba Best Lube;FONTANA;CA;92335;BANK OF AMERICA NATL ASSOC;NC;811191;07-jul-04;2004;84;6;1;0;0;1;1;Y;N;;31-jul-04;$43,972.00 ;$0.00 ;P I F;$0.00 ;$28,000.00 ;$14,000.00 ;
1021036000;CODY C STAIGER;HEBRON;ND;58638;DAKOTA COMMUN BK & TRUST NATL;ND;424910;10-feb-06;2006;60;1;2;0;1;1;2;0;N;;31-mar-06;$22,000.00 ;$0.00 ;P I F;$0.00 ;$22,000.00 ;$11,000.00 ;
1021045007;Best Life Pharmanaturals, LLC;GILBERT;AZ;85233;BANK OF AMERICA NATL ASSOC;NC;446110;07-jul-04;2004;84;4;1;0;0;1;1;N;N;;31-jul-04;$100,000.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$50,000.00 ;
1021046003;ANYTIME FITNESS;SHEBOYGAN;WI;53081;WELLS FARGO BANK NATL ASSOC;SD;713940;10-feb-06;2006;134;1;1;2;1;4516;2;0;N;;31-mar-06;$120,886.00 ;$0.00 ;P I F;$0.00 ;$122,400.00 ;$104,040.00 ;
1021065002;Gallery43, LLC;ROSWELL;GA;30075;BANK OF AMERICA NATL ASSOC;NC;453920;08-jul-04;2004;84;1;2;0;0;1;1;Y;N;;31-jul-04;$10,000.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 ;
1021076001;RACHLIN ARCHITECTS INCORPORATE;CULVER CITY;CA;90232;SBA - EDF ENFORCEMENT ACTION;CO;541310;10-feb-06;2006;240;16;1;8;16;1;1;0;N;;15-Oct-08;$1,070,000.00 ;$0.00 ;P I F;$0.00 ;$1,070,000.00 ;$1,070,000.00 ;
1021086004;COASTAL COOKIE COMPANY A GENER;ATASCADERO;CA;93420;HERITAGE OAKS BANK;CA;424420;10-feb-06;2006;96;2;2;2;0;1;2;0;N;;28-feb-06;$35,000.00 ;$0.00 ;P I F;$0.00 ;$35,000.00 ;$29,750.00 ;
1021095000;Ritter Glass Inc;BAKERSVILLE;NC;28705;BANK OF AMERICA NATL ASSOC;NC;327212;08-jul-04;2004;84;2;1;0;0;1;1;Y;N;;30-nov-04;$12,000.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 ;
1021105001;Ewetopia, LTD.;TROY;OH;45373;PNC BANK, NATIONAL ASSOCIATION;OH;451130;08-jul-04;2004;60;2;2;0;0;1;2;N;N;;31-aug-04;$20,000.00 ;$0.00 ;P I F;$0.00 ;$20,000.00 ;$10,000.00 ;
1021125007;RLP Ranch, Inc.;ELKO;NV;89801;BANK OF AMERICA NATL ASSOC;NC;562991;08-jul-04;2004;84;1;1;0;0;1;1;Y;N;;30-nov-04;$24,200.00 ;$0.00 ;P I F;$0.00 ;$11,000.00 ;$5,500.00 ;
1021134003;CREATIVE CONCRETE & CONSTRUCTI;GRAND RAPIDS;MI;49501;UNITED BANK OF MICHIGAN;MI;0;10-mar-97;1997;84;2;2;0;0;1;0;N;Y;;30-apr-97;$85,000.00 ;$0.00 ;P I F;$0.00 ;$85,000.00 ;$68,000.00 ;
1021135010;Sarma S. Pucha D/B/A Ethnic Tr;Atlanta;GA;30303;SUNTRUST BANK;GA;722211;08-jul-04;2004;84;5;2;0;0;68021;1;N;N;;31-jul-04;$190,000.00 ;$0.00 ;P I F;$0.00 ;$190,000.00 ;$95,000.00 ;
1021144006;LAKE FORK LANDING;EMORY;TX;75440;COMPASS BANK;TX;0;10-mar-97;1997;240;6;1;0;0;1;0;N;N;;31-May-97;$153,000.00 ;$0.00 ;P I F;$0.00 ;$153,000.00 ;$114,750.00 ;
1021156001;NETWORK COMPUTER SOLUTIONS LLC;WARSAW;IN;46580;1ST SOURCE BANK;IN;811212;10-feb-06;2006;60;6;2;0;6;1;2;0;N;;28-feb-06;$23,000.00 ;$0.00 ;P I F;$0.00 ;$23,000.00 ;$11,500.00 ;
1021166004;NETWORK COMPUTER SOLUTIONS LLC;WARSAW;IN;46580;1ST SOURCE BANK;IN;811212;10-feb-06;2006;48;6;2;0;6;1;2;0;N;;28-feb-06;$19,200.00 ;$0.00 ;P I F;$0.00 ;$19,200.00 ;$9,600.00 ;
1021175000;Ewetopia, LTD.;Troy;OH;45373;PNC BANK, NATIONAL ASSOCIATION;OH;451130;08-jul-04;2004;60;2;2;0;0;1;2;N;N;;31-aug-04;$21,600.00 ;$0.00 ;P I F;$0.00 ;$21,600.00 ;$10,800.00 ;
1021176007;NETWORK COMPUTER SOLUTIONS LLC;WARSAW;IN;46580;1ST SOURCE BANK;IN;811212;10-feb-06;2006;83;6;2;0;6;1;2;Y;N;;28-feb-06;$30,003.00 ;$0.00 ;P I F;$0.00 ;$15,000.00 ;$7,500.00 ;
1021185003;Janusz Michalik;WHEELING;IL;60090;PNC BANK, NATIONAL ASSOCIATION;IL;484110;08-jul-04;2004;60;2;1;0;0;1;1;Y;N;;31-jul-04;$87,817.00 ;$0.00 ;P I F;$0.00 ;$35,000.00 ;$17,500.00 ;
1021195006;The Platinum Company;HOLLYWOOD;FL;33023;BANK OF AMERICA NATL ASSOC;NC;423450;08-jul-04;2004;47;3;1;0;0;1;1;T;N;26-dec-07;31-jul-04;$50,000.00 ;$0.00 ;CHGOFF;$46,510.00 ;$50,000.00 ;$25,000.00 ;
1021205007;Core Source Technologies LLC;GERMANTOWN;MD;20875;BANK OF AMERICA NATL ASSOC;NC;541618;08-jul-04;2004;84;2;2;0;0;1;1;Y;N;;31-aug-04;$12,282.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 ;
1021206003;ALL TURF MOWING & LANSCAPING I;EAST STROUDSBURG;PA;18301;PNC BANK, NATIONAL ASSOCIATION;DE;561730;10-feb-06;2006;24;4;2;0;4;1;2;Y;N;;31-jul-06;$15,000.00 ;$0.00 ;P I F;$0.00 ;$15,000.00 ;$7,500.00 ;
1021216006;26 CALIFORNIA BAZAR INC;VERNON;CA;90058;MORTGAGE CAP. DEVEL CORP;CA;421990;10-feb-06;2006;240;35;1;35;0;1;1;0;N;;12-jul-06;$978,000.00 ;$0.00 ;P I F;$0.00 ;$2,000,000.00 ;$2,000,000.00 ;
1021225002;Reliable Reporting, Inc.;LAKELAND;FL;33803;BANK OF AMERICA NATL ASSOC;NC;561492;08-jul-04;2004;84;4;1;0;0;1;1;Y;N;;31-jul-04;$30,000.00 ;$0.00 ;P I F;$0.00 ;$30,000.00 ;$15,000.00 ;
1021234009;SERVPRO N W CINCINNATI;CINCINNATI;OH;45223;HAMILTON CNTY DEVEL COMPANY IN;OH;0;10-mar-97;1997;240;16;1;3;0;1;0;N;N;;11-jun-97;$103,000.00 ;$0.00 ;P I F;$0.00 ;$103,000.00 ;$103,000.00 ;
1021244001;CAPITAL STORES, INC.;LANGLEY PARK;MD;20783;MANUFACTURERS & TRADERS TR CO;MD;452110;10-mar-97;1997;84;4;1;0;0;1;0;N;Y;;31-jul-97;$53,000.00 ;$0.00 ;P I F;$0.00 ;$53,000.00 ;$42,400.00 ;
1021245008;Luna Catering, Inc.;AKRON;OH;44301;FIRSTMERIT BANK, N.A.;OH;722320;08-jul-04;2004;123;11;1;0;0;1;1;N;N;;31-aug-04;$160,000.00 ;$0.00 ;P I F;$0.00 ;$160,000.00 ;$120,000.00 ;
1021246004;"ALEX""S BAR-B-Q RESTAURANT";SHELL BEACH;CA;93449;HERITAGE OAKS BANK;CA;722110;10-feb-06;2006;141;30;1;0;30;1;2;0;N;;31-May-06;$300,000.00 ;$0.00 ;P I F;$0.00 ;$300,000.00 ;$225,000.00 ;
1021254004;WARD 1 STUDIOS INC;SOMERVILLE;MA;2145;CITIZENS BANK NATL ASSOC;MA;453220;10-mar-97;1997;60;3;1;0;0;1;0;N;Y;;30-jun-97;$30,000.00 ;$0.00 ;P I F;$0.00 ;$30,000.00 ;$24,000.00 ;
1021255000;Body Mechnaics Wellness, Inc.;CORAL SPRINGS;FL;33076;BANK OF AMERICA NATL ASSOC;NC;446191;08-jul-04;2004;29;4;1;0;0;1;1;Y;N;17-mar-09;31-jul-04;$54,575.00 ;$0.00 ;CHGOFF;$45,010.00 ;$50,000.00 ;$25,000.00 ;
1021256007;THE CARPOOL CARWASH;GEORGETOWN;TX;78626;WELLS FARGO BANK NATL ASSOC;SD;811192;10-feb-06;2006;10;7;1;1;8;1;2;Y;N;05-jun-10;28-feb-06;$100,808.00 ;$0.00 ;CHGOFF;$59,476.00 ;$60,000.00 ;$30,000.00 ;
1021264007;T.J.FOOD MARKET;PHILA;PA;19104;HSBC BK USA NATL ASSOC;PA;0;10-mar-97;1997;84;2;2;0;0;1;0;N;Y;;30-apr-97;$100,000.00 ;$0.00 ;P I F;$0.00 ;$100,000.00 ;$80,000.00 ;
1021266010;SAWYERS NURSING & MEDICAL EMER;NASHVILLE;TN;37217;BBCN BANK;CA;561320;10-feb-06;2006;54;1;2;15;1;1;1;0;N;9-Oct-08;28-feb-06;$10,000.00 ;$0.00 ;CHGOFF;$8,224.00 ;$10,000.00 ;$8,500.00 ;
1021275006;Toyo Performance, Inc.;MIRAMAR;FL;33025;BANK OF AMERICA NATL ASSOC;NC;811121;08-jul-04;2004;65;2;1;0;0;1;1;T;N;05-apr-06;31-jul-04;$30,000.00 ;$0.00 ;CHGOFF;$30,000.00 ;$30,000.00 ;$15,000.00 ;
1021276002;olga serna;ZAPATA;TX;78076;BBCN BANK;CA;311830;10-feb-06;2006;7;1;2;3;1;1;1;0;N;30-aug-12;28-feb-06;$5,000.00 ;$0.00 ;CHGOFF;$1,009.00 ;$5,000.00 ;$4,250.00 ;
1021284002;SHOWCASE SILKSCREEN;AMESBURY;MA;1913;BANK OF AMERICA NATL ASSOC;NH;313311;10-mar-97;1997;36;1;1;0;0;1;0;N;Y;;30-jun-97;$15,000.00 ;$0.00 ;P I F;$0.00 ;$15,000.00 ;$12,000.00 ;
1021286005;THE UPS STORE;BAY CITY;TX;77414;BEAL BANK USA;NV;488999;10-feb-06;2006;89;2;2;2;0;84535;1;0;N;;30-apr-06;$130,000.00 ;$0.00 ;P I F;$0.00 ;$130,000.00 ;$110,500.00 ;
1021294005;PARK PALCE EXXON, C-STORE AND;RICHWOOD;WV;26261;FIRST COMMUNITY BANK;WV;0;10-mar-97;1997;119;13;2;0;0;78760;0;N;N;28-jun-02;31-aug-98;$112,000.00 ;$0.00 ;CHGOFF;$91,339.00 ;$112,000.00 ;$84,000.00 ;
1021295001;Alumma-Tech Electropainting, I;MEDLEY;FL;33166;BANK OF AMERICA NATL ASSOC;NC;424950;08-jul-04;2004;84;10;1;0;0;1;2;Y;N;;31-jul-04;$58,902.00 ;$0.00 ;P I F;$0.00 ;$25,000.00 ;$12,500.00 ;
1021304006;SCOTT A CAMPBELL, DDS & KRISTI;DELAWARE;OH;43015;PNC BANK, NATIONAL ASSOCIATION;OH;621210;10-mar-97;1997;87;5;1;0;0;1;0;N;N;;30-jun-97;$220,000.00 ;$0.00 ;P I F;$0.00 ;$225,000.00 ;$168,750.00 ;
1021305002;Quinn Photography, LLC;TAMPA;FL;33604;BANK OF AMERICA NATL ASSOC;NC;541921;08-jul-04;2004;84;1;2;0;0;1;1;Y;N;;31-jul-04;$10,000.00 ;$0.00 ;P I F;$0.00 ;$10,000.00 ;$5,000.00 ;
1021314009;RATTAN, DR. KARAN B.;EDMOND;OK;73013;BANK SNB, NATIONAL ASSOCIATION;OK;621210;10-mar-97;1997;180;2;2;0;0;1;0;N;Y;;30-jun-97;$40,000.00 ;$0.00 ;P I F;$0.00 ;$40,000.00 ;$32,000.00 ;
1021316001;MOBILE FIRE EXTINGUISHER;ORANGE;CA;92868;WELLS FARGO BANK NATL ASSOC;CA;811411;10-feb-06;2006;80;9;1;0;9;1;1;Y;N;;30-jun-06;$79,492.00 ;$0.00 ;P I F;$0.00 ;$45,000.00 ;$22,500.00 ;
1021324001;JAMES M. SYDOR;ROCHESTER;NY;14610;ROCHESTER ECONOMIC DEVEL CORP;NY;333314;10-mar-97;1997;240;4;1;4;11;1;0;N;N;;12-aug-98;$130,000.00 ;$0.00 ;P I F;$0.00 ;$130,000.00 ;$130,000.00 ;
1021325008;HBJR Enterprises Inc.;MIAMI;FL;33167;BANK OF AMERICA NATL ASSOC;NC;512110;08-jul-04;2004;84;1;1;0;0;1;1;Y;N;;31-jul-04;$111,342.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$25,000.00 ;
1021334004;ERNIES OASIS;" INC.""";PATASKALA;OH;43062;HEARTLAND BANK;OH;0;10-mar-97;1997;282;18;1;0;0;1;0;N;N;;30-apr-97;$676,778.00 ;$0.00 ;P I F;$0.00 ;$676,778.00 ;$507,584.00 
1021344007;R&B SALES;TYNGSBORO;MA;1879;ENTERPRISE BK & TR CO;MA;0;10-mar-97;1997;60;24;1;0;0;1;0;N;Y;;30-apr-97;$50,000.00 ;$0.00 ;P I F;$0.00 ;$50,000.00 ;$40,000.00 ;
1021345003;Stephen A. Pap, M.D.  P.C.;Brookline;MA;2445;TD BANK, NATIONAL ASSOCIATION;DE;621111;08-jul-04;2004;84;1;1;0;0;1;1;N;N;;31-jul-04;$29,800.00 ;$0.00 ;P I F;$0.00 ;$75,000.00 ;$37,500.00 ;
1021346010;WELLNESS INNOVATIONS + NUTRITO;MANDEVILLE;LA;70448;GULF COAST BK & TR CO;LA;446191;10-feb-06;2006;120;20;1;15;35;1;0;0;N;;31-mar-06;$150,000.00 ;$0.00 ;P I F;$0.00 ;$150,000.00 ;$127,500.00 ;
1021354010;OIL TOOL SPECIALTIES CO.;MAGNOLIA;TX;77355;AMEGY BK NATL ASSOC;TX;333132;10-mar-97;1997;84;10;2;0;0;1;0;N;N;;30-apr-97;$200,000.00 ;$0.00 ;P I F;$0.00 ;$200,000.00 ;$150,000.00 ;
